timestamp,student_id,student_nombre,accion,semana,duracion_min
2025-09-17 12:00:00,CI-106340,Natalia Pizarro Cano,submit_quiz,Semana_3,22
2025-09-26 13:00:00,CI-106340,Natalia Pizarro Cano,post_forum,Semana_4,23
2025-09-29 20:00:00,CI-106340,Natalia Pizarro Cano,login,Semana_4,8
2025-09-22 17:00:00,CI-106340,Natalia Pizarro Cano,view_feedback,Semana_3,43
2025-09-06 17:00:00,CI-106340,Natalia Pizarro Cano,post_forum,Semana_1,21
2025-09-23 20:00:00,CI-106340,Natalia Pizarro Cano,login,Semana_4,7
2025-09-02 10:00:00,CI-106340,Natalia Pizarro Cano,view_feedback,Semana_1,20
2025-09-09 11:00:00,CI-106340,Natalia Pizarro Cano,login,Semana_2,39
2025-09-24 18:00:00,CI-106340,Natalia Pizarro Cano,post_forum,Semana_4,11
2025-09-07 19:00:00,CI-106340,Natalia Pizarro Cano,view_feedback,Semana_1,6
2025-09-02 10:00:00,CI-106340,Natalia Pizarro Cano,view_forum,Semana_1,5
2025-09-26 16:00:00,CI-106657,Rodrigo Tapia Vidal,view_forum,Semana_4,45
2025-09-19 17:00:00,CI-106657,Rodrigo Tapia Vidal,view_feedback,Semana_3,33
2025-09-14 20:00:00,CI-106657,Rodrigo Tapia Vidal,submit_assignment,Semana_2,32
2025-09-08 20:00:00,CI-106657,Rodrigo Tapia Vidal,logout,Semana_1,41
2025-09-05 19:00:00,CI-106657,Rodrigo Tapia Vidal,post_forum,Semana_1,18
2025-09-11 19:00:00,CI-106657,Rodrigo Tapia Vidal,view_feedback,Semana_2,40
2025-09-13 13:00:00,CI-106657,Rodrigo Tapia Vidal,view_forum,Semana_2,7
2025-09-17 10:00:00,CI-106657,Rodrigo Tapia Vidal,login,Semana_3,16
2025-09-21 13:00:00,CI-106657,Rodrigo Tapia Vidal,view_feedback,Semana_3,26
2025-09-11 18:00:00,CI-106657,Rodrigo Tapia Vidal,submit_assignment,Semana_2,3
2025-09-17 13:00:00,CI-106657,Rodrigo Tapia Vidal,submit_assignment,Semana_3,30
2025-09-16 16:00:00,CI-106657,Rodrigo Tapia Vidal,post_forum,Semana_3,19
2025-09-10 16:00:00,CI-106657,Rodrigo Tapia Vidal,submit_quiz,Semana_2,21
2025-09-04 17:00:00,CI-106657,Rodrigo Tapia Vidal,submit_quiz,Semana_1,4
2025-09-25 16:00:00,CI-106657,Rodrigo Tapia Vidal,view_forum,Semana_4,35
2025-09-10 08:00:00,CI-106974,Alejandra Muñoz Torres,view_feedback,Semana_2,34
2025-09-13 13:00:00,CI-106974,Alejandra Muñoz Torres,post_forum,Semana_2,37
2025-09-05 13:00:00,CI-106974,Alejandra Muñoz Torres,download_material,Semana_1,12
2025-09-23 17:00:00,CI-106974,Alejandra Muñoz Torres,download_material,Semana_4,27
2025-09-28 13:00:00,CI-106974,Alejandra Muñoz Torres,submit_assignment,Semana_4,3
2025-09-16 16:00:00,CI-106974,Alejandra Muñoz Torres,download_material,Semana_3,33
2025-09-14 12:00:00,CI-106974,Alejandra Muñoz Torres,download_material,Semana_2,4
2025-09-20 11:00:00,CI-106974,Alejandra Muñoz Torres,logout,Semana_3,12
2025-09-10 09:00:00,CI-106974,Alejandra Muñoz Torres,view_feedback,Semana_2,43
